method,layer_idx,alpha,mode,loophole_rate,compliant_rate,non_compliant_rate,safe_rate,steering_vector_path
base_model,,,,0.38796296296296295,0.24166666666666667,0.37037037037037035,0.612037037037037,
pca,10,0.5,both,0.337037037037037,0.3148148148148148,0.34814814814814815,0.662962962962963,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer10_alpha0.5_both.npy
pca,10,1.0,both,0.337037037037037,0.3148148148148148,0.34814814814814815,0.662962962962963,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer10_alpha1.0_both.npy
pca,10,1.5,both,0.34444444444444444,0.30185185185185187,0.3537037037037037,0.6555555555555556,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer10_alpha1.5_both.npy
pca,10,2.0,both,0.33611111111111114,0.30092592592592593,0.362962962962963,0.663888888888889,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer10_alpha2.0_both.npy
pca,10,3.0,both,0.3212962962962963,0.35462962962962963,0.32407407407407407,0.6787037037037037,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer10_alpha3.0_both.npy
pca,10,4.0,both,0.3212962962962963,0.35462962962962963,0.32407407407407407,0.6787037037037037,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer10_alpha4.0_both.npy
pca,10,6.0,both,0.3212962962962963,0.35462962962962963,0.32407407407407407,0.6787037037037037,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer10_alpha6.0_both.npy
pca,10,8.0,both,0.3296296296296296,0.35,0.32037037037037036,0.6703703703703703,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer10_alpha8.0_both.npy
pca,11,0.5,both,0.33611111111111114,0.31574074074074077,0.34814814814814815,0.663888888888889,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer11_alpha0.5_both.npy
pca,11,1.0,both,0.33796296296296297,0.32037037037037036,0.3416666666666667,0.662037037037037,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer11_alpha1.0_both.npy
pca,11,1.5,both,0.3416666666666667,0.30925925925925923,0.3490740740740741,0.6583333333333333,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer11_alpha1.5_both.npy
pca,11,2.0,both,0.2861111111111111,0.3388888888888889,0.375,0.7138888888888889,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer11_alpha2.0_both.npy
pca,11,3.0,both,0.3212962962962963,0.35462962962962963,0.32407407407407407,0.6787037037037037,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer11_alpha3.0_both.npy
pca,11,4.0,both,0.3212962962962963,0.35462962962962963,0.32407407407407407,0.6787037037037037,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer11_alpha4.0_both.npy
pca,11,6.0,both,0.3212962962962963,0.35462962962962963,0.32407407407407407,0.6787037037037037,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer11_alpha6.0_both.npy
pca,11,8.0,both,0.3212962962962963,0.35462962962962963,0.32407407407407407,0.6787037037037037,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer11_alpha8.0_both.npy
pca,12,0.5,both,0.35,0.30277777777777776,0.3472222222222222,0.6499999999999999,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer12_alpha0.5_both.npy
pca,12,1.0,both,0.45092592592592595,0.20092592592592592,0.34814814814814815,0.549074074074074,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer12_alpha1.0_both.npy
pca,12,1.5,both,0.3638888888888889,0.29074074074074074,0.3453703703703704,0.6361111111111111,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer12_alpha1.5_both.npy
pca,12,2.0,both,0.3611111111111111,0.26666666666666666,0.37222222222222223,0.6388888888888888,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer12_alpha2.0_both.npy
pca,12,3.0,both,0.3675925925925926,0.32314814814814813,0.30925925925925923,0.6324074074074073,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer12_alpha3.0_both.npy
pca,12,4.0,both,0.36666666666666664,0.3398148148148148,0.2935185185185185,0.6333333333333333,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer12_alpha4.0_both.npy
pca,12,6.0,both,0.34814814814814815,0.35648148148148145,0.2953703703703704,0.6518518518518519,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer12_alpha6.0_both.npy
pca,12,8.0,both,0.337037037037037,0.35648148148148145,0.30648148148148147,0.662962962962963,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer12_alpha8.0_both.npy
pca,13,0.5,both,0.337037037037037,0.30648148148148147,0.35648148148148145,0.662962962962963,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer13_alpha0.5_both.npy
pca,13,1.0,both,0.44166666666666665,0.21851851851851853,0.3398148148148148,0.5583333333333333,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer13_alpha1.0_both.npy
pca,13,1.5,both,0.3472222222222222,0.32407407407407407,0.3287037037037037,0.6527777777777778,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer13_alpha1.5_both.npy
pca,13,2.0,both,0.34444444444444444,0.3277777777777778,0.3277777777777778,0.6555555555555556,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer13_alpha2.0_both.npy
pca,13,3.0,both,0.34444444444444444,0.3277777777777778,0.3277777777777778,0.6555555555555556,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer13_alpha3.0_both.npy
pca,13,4.0,both,0.34444444444444444,0.3277777777777778,0.3277777777777778,0.6555555555555556,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer13_alpha4.0_both.npy
pca,13,6.0,both,0.34444444444444444,0.3277777777777778,0.3277777777777778,0.6555555555555556,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer13_alpha6.0_both.npy
pca,13,8.0,both,0.34444444444444444,0.3277777777777778,0.3277777777777778,0.6555555555555556,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer13_alpha8.0_both.npy
pca,14,0.5,both,0.33796296296296297,0.3175925925925926,0.34444444444444444,0.662037037037037,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer14_alpha0.5_both.npy
pca,14,1.0,both,0.36203703703703705,0.3037037037037037,0.33425925925925926,0.637962962962963,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer14_alpha1.0_both.npy
pca,14,1.5,both,0.3388888888888889,0.26944444444444443,0.39166666666666666,0.6611111111111111,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer14_alpha1.5_both.npy
pca,14,2.0,both,0.30833333333333335,0.30925925925925923,0.3824074074074074,0.6916666666666667,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer14_alpha2.0_both.npy
pca,14,3.0,both,0.3537037037037037,0.31296296296296294,0.3333333333333333,0.6462962962962963,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer14_alpha3.0_both.npy
pca,14,4.0,both,0.34444444444444444,0.3277777777777778,0.3277777777777778,0.6555555555555556,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer14_alpha4.0_both.npy
pca,14,6.0,both,0.34444444444444444,0.3277777777777778,0.3277777777777778,0.6555555555555556,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer14_alpha6.0_both.npy
pca,14,8.0,both,0.34444444444444444,0.3277777777777778,0.3277777777777778,0.6555555555555556,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer14_alpha8.0_both.npy
pca,15,0.5,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer15_alpha0.5_both.npy
pca,15,1.0,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer15_alpha1.0_both.npy
pca,15,1.5,both,0.3574074074074074,0.28703703703703703,0.35555555555555557,0.6425925925925926,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer15_alpha1.5_both.npy
pca,15,2.0,both,0.35833333333333334,0.30092592592592593,0.34074074074074073,0.6416666666666666,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer15_alpha2.0_both.npy
pca,15,3.0,both,0.34444444444444444,0.3416666666666667,0.3138888888888889,0.6555555555555556,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer15_alpha3.0_both.npy
pca,15,4.0,both,0.3425925925925926,0.3388888888888889,0.31851851851851853,0.6574074074074074,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer15_alpha4.0_both.npy
pca,15,6.0,both,0.34444444444444444,0.3277777777777778,0.3277777777777778,0.6555555555555556,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer15_alpha6.0_both.npy
pca,15,8.0,both,0.34444444444444444,0.3277777777777778,0.3277777777777778,0.6555555555555556,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer15_alpha8.0_both.npy
pca,16,0.5,both,0.34074074074074073,0.3111111111111111,0.34814814814814815,0.6592592592592592,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer16_alpha0.5_both.npy
pca,16,1.0,both,0.337037037037037,0.3148148148148148,0.34814814814814815,0.662962962962963,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer16_alpha1.0_both.npy
pca,16,1.5,both,0.34814814814814815,0.30648148148148147,0.3453703703703704,0.6518518518518519,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer16_alpha1.5_both.npy
pca,16,2.0,both,0.362962962962963,0.2833333333333333,0.3537037037037037,0.6370370370370371,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer16_alpha2.0_both.npy
pca,16,3.0,both,0.39537037037037037,0.2861111111111111,0.31851851851851853,0.6046296296296296,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer16_alpha3.0_both.npy
pca,16,4.0,both,0.387037037037037,0.2953703703703704,0.3175925925925926,0.6129629629629629,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer16_alpha4.0_both.npy
pca,16,6.0,both,0.34444444444444444,0.3277777777777778,0.3277777777777778,0.6555555555555556,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer16_alpha6.0_both.npy
pca,16,8.0,both,0.34444444444444444,0.3277777777777778,0.3277777777777778,0.6555555555555556,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer16_alpha8.0_both.npy
pca,17,0.5,both,0.34074074074074073,0.3111111111111111,0.34814814814814815,0.6592592592592592,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer17_alpha0.5_both.npy
pca,17,1.0,both,0.33611111111111114,0.31574074074074077,0.34814814814814815,0.663888888888889,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer17_alpha1.0_both.npy
pca,17,1.5,both,0.3490740740740741,0.3101851851851852,0.34074074074074073,0.6509259259259259,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer17_alpha1.5_both.npy
pca,17,2.0,both,0.35,0.3074074074074074,0.3425925925925926,0.65,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer17_alpha2.0_both.npy
pca,17,3.0,both,0.3712962962962963,0.30833333333333335,0.32037037037037036,0.6287037037037038,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer17_alpha3.0_both.npy
pca,17,4.0,both,0.43796296296296294,0.3037037037037037,0.25833333333333336,0.5620370370370371,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer17_alpha4.0_both.npy
pca,17,6.0,both,0.36203703703703705,0.30833333333333335,0.3296296296296296,0.637962962962963,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer17_alpha6.0_both.npy
pca,17,8.0,both,0.3990740740740741,0.25462962962962965,0.34629629629629627,0.6009259259259259,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer17_alpha8.0_both.npy
pca,18,0.5,both,0.3472222222222222,0.30462962962962964,0.34814814814814815,0.6527777777777778,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer18_alpha0.5_both.npy
pca,18,1.0,both,0.3537037037037037,0.30648148148148147,0.3398148148148148,0.6462962962962963,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer18_alpha1.0_both.npy
pca,18,1.5,both,0.34444444444444444,0.3138888888888889,0.3416666666666667,0.6555555555555556,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer18_alpha1.5_both.npy
pca,18,2.0,both,0.38425925925925924,0.3037037037037037,0.31203703703703706,0.6157407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer18_alpha2.0_both.npy
pca,18,3.0,both,0.41759259259259257,0.33055555555555555,0.2518518518518518,0.5824074074074074,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer18_alpha3.0_both.npy
pca,18,4.0,both,0.3768518518518518,0.30277777777777776,0.32037037037037036,0.6231481481481481,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer18_alpha4.0_both.npy
pca,18,6.0,both,0.34444444444444444,0.3277777777777778,0.3277777777777778,0.6555555555555556,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer18_alpha6.0_both.npy
pca,18,8.0,both,0.35,0.31574074074074077,0.33425925925925926,0.65,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer18_alpha8.0_both.npy
pca,19,0.5,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer19_alpha0.5_both.npy
pca,19,1.0,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer19_alpha1.0_both.npy
pca,19,1.5,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer19_alpha1.5_both.npy
pca,19,2.0,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer19_alpha2.0_both.npy
pca,19,3.0,both,0.3907407407407407,0.29814814814814816,0.3111111111111111,0.6092592592592593,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer19_alpha3.0_both.npy
pca,19,4.0,both,0.37037037037037035,0.2601851851851852,0.36944444444444446,0.6296296296296297,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer19_alpha4.0_both.npy
pca,19,6.0,both,0.3731481481481482,0.2796296296296296,0.3472222222222222,0.6268518518518518,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer19_alpha6.0_both.npy
pca,19,8.0,both,0.42777777777777776,0.25925925925925924,0.31296296296296294,0.5722222222222222,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer19_alpha8.0_both.npy
pca,20,0.5,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer20_alpha0.5_both.npy
pca,20,1.0,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer20_alpha1.0_both.npy
pca,20,1.5,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer20_alpha1.5_both.npy
pca,20,2.0,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer20_alpha2.0_both.npy
pca,20,3.0,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer20_alpha3.0_both.npy
pca,20,4.0,both,0.33240740740740743,0.3148148148148148,0.3527777777777778,0.6675925925925926,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer20_alpha4.0_both.npy
pca,20,6.0,both,0.3351851851851852,0.31666666666666665,0.34814814814814815,0.6648148148148147,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer20_alpha6.0_both.npy
pca,20,8.0,both,0.3388888888888889,0.3175925925925926,0.3435185185185185,0.6611111111111111,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer20_alpha8.0_both.npy
pca,21,0.5,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer21_alpha0.5_both.npy
pca,21,1.0,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer21_alpha1.0_both.npy
pca,21,1.5,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer21_alpha1.5_both.npy
pca,21,2.0,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer21_alpha2.0_both.npy
pca,21,3.0,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer21_alpha3.0_both.npy
pca,21,4.0,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer21_alpha4.0_both.npy
pca,21,6.0,both,0.33425925925925926,0.30925925925925923,0.35648148148148145,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer21_alpha6.0_both.npy
pca,21,8.0,both,0.3490740740740741,0.2972222222222222,0.3537037037037037,0.6509259259259259,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer21_alpha8.0_both.npy
pca,22,0.5,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer22_alpha0.5_both.npy
pca,22,1.0,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer22_alpha1.0_both.npy
pca,22,1.5,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer22_alpha1.5_both.npy
pca,22,2.0,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer22_alpha2.0_both.npy
pca,22,3.0,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer22_alpha3.0_both.npy
pca,22,4.0,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer22_alpha4.0_both.npy
pca,22,6.0,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer22_alpha6.0_both.npy
pca,22,8.0,both,0.3351851851851852,0.31851851851851853,0.34629629629629627,0.6648148148148147,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer22_alpha8.0_both.npy
pca,23,0.5,both,0.34629629629629627,0.3055555555555556,0.34814814814814815,0.6537037037037037,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer23_alpha0.5_both.npy
pca,23,1.0,both,0.33611111111111114,0.31574074074074077,0.34814814814814815,0.663888888888889,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer23_alpha1.0_both.npy
pca,23,1.5,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer23_alpha1.5_both.npy
pca,23,2.0,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer23_alpha2.0_both.npy
pca,23,3.0,both,0.33611111111111114,0.31574074074074077,0.34814814814814815,0.663888888888889,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer23_alpha3.0_both.npy
pca,23,4.0,both,0.3509259259259259,0.2898148148148148,0.3592592592592593,0.6490740740740741,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer23_alpha4.0_both.npy
pca,23,6.0,both,0.3675925925925926,0.2916666666666667,0.34074074074074073,0.6324074074074074,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer23_alpha6.0_both.npy
pca,23,8.0,both,0.42777777777777776,0.23981481481481481,0.33240740740740743,0.5722222222222222,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer23_alpha8.0_both.npy
pca,24,0.5,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer24_alpha0.5_both.npy
pca,24,1.0,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer24_alpha1.0_both.npy
pca,24,1.5,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer24_alpha1.5_both.npy
pca,24,2.0,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer24_alpha2.0_both.npy
